Pulsometer RR [Aimar Mun 2015] heart rate raw data exported
Get Pulsometer RR --> https://play.google.com/store/apps/details?id=com.beetlesoft.pulsometer
CSV version format: 1.4
DB version: 1

Title:	
Comments:	
Date:	6/30/20 10:54 PM
Duration:	06:36:25'35
Activities:	Other
Max HR:	122
Average HR:	83
Calories:	1648
Time format pattern: "yyyy-MM-dd HH:mm:ss.SSS"

Timespan:	Time formatted:	Elapsed time	Heart rate:	Detection:
1593572142421	2020-06-30 22:55:42.421	00:01:40	104	OK
1593572143156	2020-06-30 22:55:43.156	00:01:40	104	OK
1593572143654	2020-06-30 22:55:43.654	00:01:41	104	OK
1593572144142	2020-06-30 22:55:44.142	00:01:42	104	OK
1593572144886	2020-06-30 22:55:44.886	00:01:43	105	OK
1593572145379	2020-06-30 22:55:45.379	00:01:44	105	OK
1593572145872	2020-06-30 22:55:45.872	00:01:45	105	OK
1593572146379	2020-06-30 22:55:46.379	00:01:45	105	OK
1593572147107	2020-06-30 22:55:47.107	00:01:46	105	OK
1593572147593	2020-06-30 22:55:47.593	00:01:47	105	OK
1593572148087	2020-06-30 22:55:48.087	00:01:48	105	OK
1593572148827	2020-06-30 22:55:48.827	00:01:49	105	OK
1593572149315	2020-06-30 22:55:49.315	00:01:50	105	OK
1593572149809	2020-06-30 22:55:49.809	00:01:50	106	OK
1593572150309	2020-06-30 22:55:50.309	00:01:51	106	OK
1593572151045	2020-06-30 22:55:51.045	00:01:52	106	OK
1593572151533	2020-06-30 22:55:51.533	00:01:53	106	OK
1593572152026	2020-06-30 22:55:52.026	00:01:54	105	OK
1593572152767	2020-06-30 22:55:52.767	00:01:54	105	OK
1593572153262	2020-06-30 22:55:53.262	00:01:55	105	OK
1593572153756	2020-06-30 22:55:53.756	00:01:56	106	OK
1593572154499	2020-06-30 22:55:54.499	00:01:57	105	OK
1593572154985	2020-06-30 22:55:54.985	00:01:57	105	OK
1593572155479	2020-06-30 22:55:55.479	00:01:58	105	OK
1593572156214	2020-06-30 22:55:56.214	00:01:59	105	OK
1593572156705	2020-06-30 22:55:56.705	00:02:00	104	OK
1593572157195	2020-06-30 22:55:57.195	00:02:01	104	OK
1593572157937	2020-06-30 22:55:57.937	00:02:02	103	OK
1593572158425	2020-06-30 22:55:58.425	00:02:02	103	OK
1593572159170	2020-06-30 22:55:59.170	00:02:03	102	OK
1593572159659	2020-06-30 22:55:59.659	00:02:04	102	OK
1593572160401	2020-06-30 22:56:00.401	00:02:05	102	OK
1593572160890	2020-06-30 22:56:00.890	00:02:05	101	OK
1593572161629	2020-06-30 22:56:01.629	00:02:06	101	OK
1593572162123	2020-06-30 22:56:02.123	00:02:07	100	OK
1593572162617	2020-06-30 22:56:02.617	00:02:08	100	OK
1593572163351	2020-06-30 22:56:03.351	00:02:09	101	OK
1593572163846	2020-06-30 22:56:03.846	00:02:10	101	OK
1593572164594	2020-06-30 22:56:04.594	00:02:10	101	OK
1593572165086	2020-06-30 22:56:05.086	00:02:11	100	OK
1593572165816	2020-06-30 22:56:05.816	00:02:12	100	OK
1593572166314	2020-06-30 22:56:06.314	00:02:13	100	OK
1593572166799	2020-06-30 22:56:06.799	00:02:14	101	OK
1593572167540	2020-06-30 22:56:07.540	00:02:14	101	OK
1593572168033	2020-06-30 22:56:08.033	00:02:15	100	OK
1593572168778	2020-06-30 22:56:08.778	00:02:16	101	OK
1593572169278	2020-06-30 22:56:09.278	00:02:17	101	OK
1593572169756	2020-06-30 22:56:09.756	00:02:18	101	OK
1593572170494	2020-06-30 22:56:10.494	00:02:18	101	OK
1593572170986	2020-06-30 22:56:10.986	00:02:19	101	OK
1593572171732	2020-06-30 22:56:11.732	00:02:20	101	OK
1593572172222	2020-06-30 22:56:12.222	00:02:21	101	OK
1593572172712	2020-06-30 22:56:12.712	00:02:22	101	OK
1593572173459	2020-06-30 22:56:13.459	00:02:22	101	OK
1593572173947	2020-06-30 22:56:13.947	00:02:23	102	OK
1593572174436	2020-06-30 22:56:14.436	00:02:24	102	OK
1593572175175	2020-06-30 22:56:15.175	00:02:25	102	OK
1593572175668	2020-06-30 22:56:15.668	00:02:26	102	OK
1593572176160	2020-06-30 22:56:16.160	00:02:26	102	OK
1593572176907	2020-06-30 22:56:16.907	00:02:27	102	OK
1593572177394	2020-06-30 22:56:17.394	00:02:28	102	OK
1593572178138	2020-06-30 22:56:18.138	00:02:28	102	OK
1593572178631	2020-06-30 22:56:18.631	00:02:29	102	OK
1593572179124	2020-06-30 22:56:19.124	00:02:30	101	OK
1593572179854	2020-06-30 22:56:19.854	00:02:31	102	OK
1593572180344	2020-06-30 22:56:20.344	00:02:31	102	OK
1593572181085	2020-06-30 22:56:21.085	00:02:32	102	OK
1593572181577	2020-06-30 22:56:21.577	00:02:33	102	OK
1593572182075	2020-06-30 22:56:22.075	00:02:34	102	OK
1593572182561	2020-06-30 22:56:22.561	00:02:35	103	OK
1593572183308	2020-06-30 22:56:23.308	00:02:36	103	OK
1593572183791	2020-06-30 22:56:23.791	00:02:37	104	OK
1593572184283	2020-06-30 22:56:24.283	00:02:37	104	OK
1593572184776	2020-06-30 22:56:24.776	00:02:38	105	OK
1593572185522	2020-06-30 22:56:25.522	00:02:39	106	OK
1593572186012	2020-06-30 22:56:26.012	00:02:40	106	OK
1593572186503	2020-06-30 22:56:26.503	00:02:41	106	OK
1593572186998	2020-06-30 22:56:26.998	00:02:41	106	OK
1593572187738	2020-06-30 22:56:27.738	00:02:42	106	OK
1593572188228	2020-06-30 22:56:28.228	00:02:43	105	OK
1593572189001	2020-06-30 22:56:29.001	00:02:44	105	OK
1593572189469	2020-06-30 22:56:29.469	00:02:44	105	OK
1593572189958	2020-06-30 22:56:29.958	00:02:45	105	OK
1593572190444	2020-06-30 22:56:30.444	00:02:46	105	OK
1593572191182	2020-06-30 22:56:31.182	00:02:47	104	OK
1593572191674	2020-06-30 22:56:31.674	00:02:48	104	OK
1593572192416	2020-06-30 22:56:32.416	00:02:49	103	OK
1593572192907	2020-06-30 22:56:32.907	00:02:49	103	OK
1593572193644	2020-06-30 22:56:33.644	00:02:50	103	OK
1593572194138	2020-06-30 22:56:34.138	00:02:51	102	OK
1593572194632	2020-06-30 22:56:34.632	00:02:52	102	OK
1593572195366	2020-06-30 22:56:35.366	00:02:53	102	OK
1593572195867	2020-06-30 22:56:35.867	00:02:54	102	OK
1593572196358	2020-06-30 22:56:36.358	00:02:54	103	OK
1593572197092	2020-06-30 22:56:37.092	00:02:55	103	OK
1593572197591	2020-06-30 22:56:37.591	00:02:56	102	OK
